hhid,personid,pernum,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,work_cnty,work_city,work_zip,work_st,school_freq,school_cnty,school_city,school_zip,school_st,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_free,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,telecommute,telecommute_hours,commute_mode,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,wpktyp,wpk_dur,wpk_dis,prev_work_wa,prev_work_loc_cnty,prev_work_loc_city,prev_work_loc_zip,prev_work_loc_st,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_none,carpool_na,carshare_car2go,carshare_relayrides,carshare_zipcar,carshare_none,carshare_dontknow,carshare_other,prontoshare,share_freq_car2go,share_freq_relayrides,share_freq_zipcar,share_freq_othercar,share_freq_lyft,share_freq_sidecar,share_freq_uberx,share_freq_pronto,av_interest_nodriver,av_interest_backupdriver,av_interest_commutesov,av_interest_commutehov,av_interest_own,av_interest_carshare,av_interest_short,av_concern_safeequip,av_concern_legal,av_concern_safeveh,av_concern_react,av_concern_perform,wbt_more_transitsafety,wbt_more_transitfreq,wbt_more_reliability,bike3mile,telecommute_if,diary_duration_minutes,user_ismobiledevice,person_should_take_diary,proxy,expwt_h1415
15100163,1510016304,4,3,2,2,2,,,0,,3,,,,,,,,,,2,1,SEATTLE,98144,WA,1,4,1,1,,,,,,,,,,,0,,,,,,,1,,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,TRUE,1,3,201.4670058
15100164,1510016401,1,1,6,0,1,1,2,1,3,5,6,1,1,1,5,1,SEATTLE,98195,WA,2,1,SEATTLE,98105,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,1,,1,1,1,1,2,2,8,3,4,1,3,2,8,,,2,8,MCLEAN,,VA,0,2,,,,20,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,2,2,4,2,2,2,3,2,1,2,,,,3,,12,FALSE,1,1,111.921668
15100164,1510016402,2,2,6,1,2,1,1,1,1,,7,1,1,1,5,.,,,,,,,,,2,0,1,1,1,0,1,0,0,0,,,,,0,,,,,,,1,2,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,9,,,,1,1,,,2,8,,2,4,1,1,1,,,,,,,,,,2,,,,21,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,3,FALSE,1,3,111.921668
15100165,1510016501,1,1,8,0,1,1,1,1,1,,6,1,1,1,3,1,SAMMAMISH,98074,WA,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,3,2,9,6,,2,1,1,1,1,,1,1,1,3,1,1,1,,,,,,,,,2,,,,17,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,1,2,75,FALSE,1,1,64.56095561
15100167,1510016701,1,1,10,0,1,6,,0,1,,3,3,1,1,6,,,,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,1,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,6,5,5,5,5,5,6,6,6,1,,35,FALSE,1,1,1715.278603
15100167,1510016702,2,2,7,2,1,1,1,1,1,,2,1,1,3,6,3,PUYALLUP,98375,WA,,,,,,2,0,1,1,1,1,0,0,0,0,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,3,2,9,4,,1,2,1,1,1,,1,3,1,3,1,1,1,,,3,,,,,,2,,,,18,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,10,FALSE,1,1,1715.278603
15100167,1510016703,3,3,3,5,1,,,0,,3,,,,,,,,,,2,3,GRAHAM,98338,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,2,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,FALSE,1,2,1715.278603
15100168,1510016801,1,1,7,0,2,1,2,1,1,,5,1,1,3,6,3,TACOMA,98421,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,1,7,7,7,,,,,,,,,,,,,,1,2,9,3,,1,2,1,1,1,,1,1,1,1,1,1,1,,,1,3,TACOMA,98466,WA,,1,,26,LG G3,,LG G3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,4,4,4,4,4,6,6,6,5,2,21,FALSE,1,1,1066.411917
15100168,1510016802,2,2,6,1,1,1,1,1,1,,6,1,1,1,5,1,TUKWILA,98188,WA,,,,,,1,13,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,4,,,,,,,,,,,,,,3,2,9,4,,2,1,1,1,1,,1,3,1,1,1,1,1,,,1,1,AUBURN,98092,WA,,1,,26,LG G3,,LG G3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,6,6,6,6,6,3,3,3,3,3,6,6,6,3,1,44,FALSE,1,1,1066.411917
15100168,1510016803,3,2,5,2,1,7,,0,1,,2,3,2,,7,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,6,6,,,6,6,6,6,6,6,6,6,6,6,6,1,,2,FALSE,1,2,1066.411917
15100168,1510016804,4,3,4,2,1,,0,0,,3,,1,2,,7,,,,,2,3,ORTING,98360,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,1,,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,LG G3,,LG G3,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,7,FALSE,1,3,1066.411917
15100169,1510016901,1,1,9,0,1,1,1,1,1,,3,1,1,,7,1,SEATTLE,98107,WA,,,,,,1,2,2,2,,,,,,,,,,,0,,,,,,,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,3,,1,2,3,1,1,,8,1,3,1,3,2,8,,,1,1,SEATTLE,98104,WA,,1,,1,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7,7,6,7,7,7,7,7,5,5,6,5,6,5,3,3,1,2,2,1,,,,1,3,23,TRUE,1,1,115.0135324
15100170,1510017001,1,1,6,0,2,1,1,1,3,5,7,3,1,,5,1,SEATTLE,98195,WA,7,1,SEATTLE,98195,WA,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,5,,1,1,1,2,2,2,8,3,1,1,3,3,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7,7,6,7,7,7,5,7,1,2,1,1,3,1,1,1,2,2,1,1,,,,4,,14,FALSE,1,1,423.2392586
15100170,1510017002,2,2,6,1,1,1,1,1,1,,6,3,1,,5,1,SEATTLE,98109,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,5,,1,1,1,1,2,1,8,4,4,1,3,2,8,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,7,7,6,7,7,7,5,7,1,1,2,1,5,1,1,1,1,1,1,1,,,,3,,8,FALSE,1,2,423.2392586
15100171,1510017101,1,1,9,0,2,6,,0,1,,3,3,1,1,5,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,3,,,5,5,2,1,1,2,1,1,4,4,4,2,,7,FALSE,1,1,310.7469824
15100171,1510017102,2,2,9,1,1,5,,0,1,,3,3,1,1,5,,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,2,,,3,5,2,1,1,1,2,2,4,4,4,3,,15,FALSE,1,1,310.7469824
15100172,1510017201,1,1,10,0,2,6,,0,1,,2,1,1,2,6,,,,,,,,,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,1,,31,FALSE,1,1,203.7274932
15100172,1510017202,2,2,10,1,1,6,,0,1,,2,1,1,2,6,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,1,,4,FALSE,1,2,203.7274932
15100173,1510017301,1,1,8,0,2,1,1,1,1,,7,1,1,1,4,1,BELLEVUE,98008,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,3,7,7,0,0,1,0,0,0,0,0,0,0,0,0,,3,3,9,2,,2,1,1,1,1,,1,1,2,3,1,2,1,,,3,,,,,,2,,,,18,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,7,7,7,7,7,7,4,7,2,5,2,5,4,5,2,1,1,3,1,1,5,1,1,1,1,24,FALSE,1,1,3035.882263
15100173,1510017302,2,2,8,1,1,1,1,1,1,,7,1,1,2,7,1,SEATTLE,98109,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,1,,,,,,,,,,,,,,1,2,9,1,,1,1,1,1,1,,7,3,1,3,2,1,2,,,3,,,,,,2,,,,17,,,,,,,,,,0,0,0,0,0,1,2,7,7,7,7,7,7,2,7,,,,,,,,,,,,,,,,,,6,FALSE,1,3,3035.882263
15100173,1510017303,3,2,5,2,2,1,2,1,2,5,3,1,1,4,7,2,BAINBRIDGE ISLAND,98110,WA,8,,,,,2,0,1,1,1,1,0,0,0,0,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,4,3,9,1,,2,2,1,1,1,,1,1,1,1,1,1,1,,,3,,,,,,1,,26,fire,,fire,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,4,FALSE,1,3,3035.882263
15100174,1510017401,1,1,11,0,2,6,,0,1,,7,3,1,2,5,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,1,,18,FALSE,1,1,85.59564062
15100174,1510017402,2,2,11,1,1,6,,0,1,,3,3,1,2,5,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,4,FALSE,1,3,85.59564062
15100175,1510017501,1,1,10,0,1,6,,0,1,,6,1,1,1,6,,,,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,23,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,6,6,,,6,6,6,2,2,3,1,2,5,5,5,1,,44,FALSE,1,1,176.4270506
15100176,1510017601,1,1,10,0,2,6,,0,1,,6,3,1,1,5,,,,,,,,,,1,3,1,1,,,,,,,,,,,1,0,0,1,0,0,0,1,2,5,7,5,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,6,,,6,6,6,2,3,2,2,2,3,3,3,1,,21,FALSE,1,1,138.5479974
15100176,1510017602,2,2,9,6,2,6,,0,1,,4,3,2,,5,,,,,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,4,7,7,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,7,,1,1,,,5,5,2,5,5,5,5,5,3,3,3,1,,11,FALSE,1,1,138.5479974
15100177,1510017701,1,1,10,0,1,3,1,1,1,,7,3,1,1,5,.,,,,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,5,9,,,7,1,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,26,FALSE,1,3,106.8094063
15100177,1510017702,2,3,3,2,1,,,0,,3,,,,,,,,,,2,3,TACOMA,98407,WA,1,4,1,1,,,,,,,,,,,0,,,,,,,1,,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,1,3,106.8094063
15100178,1510017801,1,1,11,0,2,6,,0,1,,3,1,1,1,5,,,,,,,,,,1,9,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,20,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,,,2,2,2,2,2,2,2,2,5,5,5,1,,964,TRUE,1,1,48.60318937
15100178,1510017802,2,2,11,1,1,6,,0,1,,7,1,1,2,5,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,20,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,2,FALSE,1,3,48.60318937
15100179,1510017901,1,1,9,0,1,6,,0,1,,3,3,1,1,5,,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,2,2,2,1,2,6,4,4,4,,10,FALSE,1,1,363.5961906
15100179,1510017902,2,2,10,1,2,6,,0,1,,3,3,1,2,5,,,,,,,,,,2,0,1,1,1,,0,1,0,0,,,,,0,,,,,,,1,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,FALSE,1,3,363.5961906
15100180,1510018001,1,1,9,0,2,6,,0,1,,7,1,1,2,5,,,,,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,27,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,6,6,6,6,6,5,5,5,2,,10,FALSE,1,1,1786.602729
15100180,1510018002,2,2,8,1,1,1,1,1,1,,6,3,1,1,6,3,TACOMA,98445,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,2,2,9,1,,1,1,1,1,1,,1,1,1,3,1,1,1,,,1,3,TACOMA,98408,WA,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,1,5,15,FALSE,1,2,1786.602729
15100181,1510018101,1,1,9,0,2,1,2,1,1,,6,3,1,1,6,1,SEATTLE,98102,WA,,,,,,1,2,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,6,7,3,,,,,,,,,,,,,,1,1,10,4,,2,2,1,1,1,,1,1,1,1,1,1,3,,,2,8,CHICAGO,,IL,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,1,1,2,1,1,6,4,4,1,1,27,FALSE,1,1,181.3446085
15100182,1510018201,1,1,8,0,1,1,1,1,1,,6,1,1,1,5,4,BOTHELL,98021,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,6,5,5,,,,,,,,,,,,,,3,3,6,6,,1,1,1,1,1,,1,1,1,3,1,1,1,,,,,,,,,1,,2,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,3,3,2,2,3,2,3,1,1,1,1,1,2,2,2,5,,20,FALSE,1,1,146.3173211
15100183,1510018301,1,1,6,0,2,1,1,1,1,,6,1,1,2,5,1,BELLEVUE,98005,WA,,,,,,1,4,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,9,4,,1,1,2,2,1,,8,3,1,2,3,2,5,4,0.2,1,1,SEATTLE,98105,WA,,2,,,,17,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,6,,4,1,1,1,1,1,1,1,1,4,3,5,2,2,2,5,1,53,FALSE,1,1,305.1709183
15100183,1510018302,2,2,6,1,1,1,1,1,1,,6,1,1,1,4,1,BELLEVUE,98004,WA,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,3,,,,,,,,,,,,,,2,2,9,4,,2,1,1,1,2,1,2,1,1,3,1,1,1,,,3,,,,,,2,,,,19,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,6,,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,25,FALSE,1,2,305.1709183
15100184,1510018401,1,1,8,0,2,1,1,1,2,5,3,1,1,1,2,1,BELLEVUE,98004,WA,5,1,SEATTLE,98195,WA,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,3,2,8,4,,1,1,3,1,1,,1,1,1,3,4,2,2,,,1,1,REDMOND,98052,WA,,4,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,3,3,3,5,3,5,3,3,3,3,3,3,5,5,5,1,5,36,FALSE,1,1,86.24957225
15100185,1510018501,1,1,9,0,1,6,,0,1,,7,1,1,1,6,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,6,1,,,6,6,1,1,1,1,1,1,4,4,4,2,,14,FALSE,1,1,140.3416289
15100185,1510018502,2,2,10,1,2,6,,0,1,,7,3,1,1,6,,,,,,,,,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,2,2,,,1,5,1,2,2,2,2,2,3,3,3,3,,8,FALSE,1,2,140.3416289
15100186,1510018601,1,1,8,0,1,1,1,1,1,,3,1,1,1,5,3,TACOMA,98405,WA,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,7,6,5,,,,,,,,,,,,,,2,2,9,4,,1,1,1,1,1,,1,4,4,4,4,2,2,,,1,3,TACOMA,98402,WA,,1,,6,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,2,5,15,FALSE,1,1,446.9594561
15100187,1510018701,1,1,7,0,1,1,4,1,1,,7,1,1,1,5,4,MARYSVILLE,98270,WA,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,6,,,,,,,,,,,,,,3,2,9,3,,1,1,2,1,1,,1,1,1,3,1,1,1,,,1,4,BOTHELL,98021,WA,,7,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,4,5,3,4,4,3,2,1,2,1,2,3,5,5,5,2,1,28,FALSE,1,1,750.2372332
15100187,1510018702,2,2,7,1,2,1,1,1,1,,5,1,1,2,6,1,REDMOND,98052,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,7,7,7,,,,,,,,,,,,,,6,2,9,1,,1,1,1,1,1,,2,1,1,1,1,1,1,,,1,4,LYNNWOOD,98087,WA,,1,,27,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,4,5,4,5,2,2,1,1,1,1,5,2,2,4,1,26,FALSE,1,2,750.2372332
15100187,1510018703,3,3,3,2,2,,,0,,4,,,,,,,,,,,,,,,2,0,1,1,1,,0,0,0,1,,,,,0,,,,,,,2,,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FALSE,1,3,750.2372332
15100187,1510018704,4,3,2,2,1,,,0,,3,,,,,,,,,,2,4,BOTHELL,98021,WA,1,6,1,1,,,,,,,,,,,0,,,,,,,2,,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,FALSE,1,3,750.2372332
15100187,1510018705,5,3,2,2,2,,,0,,3,,,,,,,,,,2,4,BOTHELL,98021,WA,1,6,1,1,,,,,,,,,,,0,,,,,,,2,,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,FALSE,1,3,750.2372332
15100187,1510018706,6,3,1,2,2,,,0,,2,,,,,,,,,,,,,,,,8,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,750.2372332
15100188,1510018801,1,1,7,0,2,2,1,1,1,,7,1,1,1,6,1,SEATTLE,98122,WA,,,,,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,6,6,4,,,,,,,,,,,,,,5,7,9,2,,1,1,2,1,2,3,1,3,3,1,1,1,3,,,1,1,SEATTLE,98122,WA,,2,,,,17,,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3,7,7,7,7,5,7,7,7,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,25,FALSE,1,1,213.8702768
15100189,1510018901,1,1,7,0,2,3,1,1,1,,6,1,1,1,5,.,,,,,,,,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,4,7,3,1,0,1,0,0,0,0,0,0,0,0,0,,2,9,,,4,1,1,,,2,8,,,,,,,,,,,,,,,,2,,,,17,,,,,,,,,,1,0,0,0,0,0,3,6,7,7,7,7,7,6,7,2,4,,,2,4,2,1,2,3,1,1,6,3,3,2,,8,FALSE,1,1,134.4406901
15100189,1510018902,2,2,8,1,2,2,3,1,1,,7,3,1,2,5,.,,,,,,,,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,2,6,7,5,,,,,,,,,,,,,,4,9,,,,1,1,,,2,2,,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,7,7,7,7,7,7,7,7,5,5,,,5,5,5,1,1,1,1,1,4,4,4,1,,19,FALSE,1,2,134.4406901
15100190,1510019001,1,1,11,0,2,6,,0,1,,7,1,1,1,6,,,,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,6,6,4,1,,15,FALSE,1,1,262.6997729
15100190,1510019002,2,2,11,1,1,6,,0,1,,2,3,1,2,6,,,,,,,,,,2,0,1,1,2,,,,,,0,1,0,0,0,,,,,,,2,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,1,,2,FALSE,1,2,262.6997729
15100191,1510019101,1,1,8,0,1,3,1,1,1,,7,3,1,1,5,.,,,,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,6,6,1,,,,,,,,,,,,,,6,9,,,7,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,5,5,,,5,5,3,5,3,5,1,1,4,4,4,4,,18,FALSE,1,1,754.3194444
15100191,1510019102,2,2,9,1,2,1,1,1,1,,7,3,1,3,5,3,SUMNER,98390,WA,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,6,6,1,,,,,,,,,,,,,,1,1,9,7,,1,2,1,1,1,,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,16,FALSE,1,3,754.3194444
15100191,1510019103,3,2,5,2,2,2,1,1,3,4,1,1,1,2,5,3,PUYALLUP,98373,WA,,,,,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,5,6,3,0,1,0,0,0,0,0,0,0,0,0,0,,5,3,9,1,,1,2,1,1,1,,1,1,1,3,1,1,1,,,3,,,,,,1,,13,,,,,,,,,,,,0,0,0,1,0,0,4,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,12,FALSE,1,3,754.3194444
